Référence	ContexteGauche	Pivot	ContexteDroit
regcrim1, p. 57	, par l'espace de VJ ans continuelment. En la compaignie duquel Jaquet il	chevaucha_|chevaucher|_VERcjg	comme gros varlet par un an ou environ, et vit comme ycellui Jaquet se
regcrim1, p. 57	se partoit de ladite forteresse en la compaignie de Pierre Le Biernois, Englois,	chevaucherent_|chevaucher|_VERcjg	par le pays, prindrent François, et yceulx admenerent prisonniers audit lieu de la
regcrim1, p. 57	faites par les François, et les advisoit sanz eulx dire aucune chose, et	chevauchoit_|chevaucher|_VERcjg	tout oultre au devant d'eulx, faignant qu'il ne les eust point veuz
regcrim1, p. 58	Englois. Lesquelx Englois, selon ce qu'ils ouoient le rapport dudit Jaquet,	chevauchoient_|chevaucher|_VERcjg	, une fois plus de gens, et une autre fois moins, et se
regcrim1, p. 58	lieu et forteresse de la Sousterrine. Et a veu que, à aucunes des	chevauchées_|chevauchée|_NOMcom	que ont faites yceulx Engloix, esquelles il a esté par plusieurs fois, et
regcrim1, p. 58	forteresse de Corbefin par l'espace de VJ ans continuelz, alé en fourrerie,	chevauché_|chevaucher|_VERppe	comme gros varlet et talvassier, oudit pays, avec les autres varlez de la
regcrim1, p. 58	et soustenir les autres soudoyers englois estans en ycelle forteresse ; et par plusieurs fois	chevauché_|chevaucher|_VERppe	armé de jaques, de cote de fer, capeline, gantelez et demie lance
regcrim1, p. 59	les revendroit veoir. Dist aussi, sur ce requis, que ès voyages et	chevauchées_|chevauchée|_NOMcom	cy-dessus dites par lui faites, il ne vit oncques feu bouter, ne n'
regcrim1, p. 59	faisoient sesdiz maistres ; et que ycelluy de Sezay par plusieurs fois il a veu	chevaucher_|chevaucher|_VERinf	avecques yceulx Jaquet et Blanchebarbe ès cources et chevauchées que l'en faisoit ; et
regcrim1, p. 59	par plusieurs fois il a veu chevaucher avecques yceulx Jaquet et Blanchebarbe ès cources et	chevauchées_|chevauchée|_NOMcom	que l'en faisoit ; et estoit ycellui de Sezay homme bien monté à IIIJ
regcrim1, p. 59	. Toutesvoies il se recorde bien que il ne vit oncques que ledit de Sezay	chevauchast_|chevaucher|_VERcjg	armez de sa personne en la compaignie des dessus diz, ne scet la cause
regcrim1, p. 60	l'argent à la value qu'il en avoit gaigné et gaignoit esdites cources,	chevauchées_|chevauchée|_NOMcom	et pillaiges, se parti de la compaignie et service dudit Blanchebarbe sanz son sceu
regcrim1, p. 60	sceu et congé, et en admena un roncin sur lequel il avoit acoustumé de	chevaucher_|chevaucher|_VERinf	, qui estoit à sondit maistre Blanchebarbe, lequel cheval valoit bien environ XXX fr.
regcrim1, p. 116	pere le pappe, il lessa icelui conte de Savoye, et s'en ala	chevauchier_|chevaucher|_VERinf	comme gros varlet en la compaignie dudit messire Amaurry. Lequel, quant il fu
regcrim1, p. 116	compaignie dudit messire Amaurry. Lequel, quant il fu retourné en l'ost et	chevauchiée_|chevauchée|_NOMcom	dudit conte, pour ce qu'il s'en estoit partis sans son sceu et
regcrim1, p. 117	oppinion desquelz fu deliberé, consideré ce que dit est, et qu'il avoit	chevauchié_|chevaucher|_VERppe	en routes avec gent d'armes, que pour savoir plus à plain des crimes
regcrim1, p. 188	l'ostel de sondit maistre, il se loga oudit hostel un bon homme qui	chevauchoit_|chevaucher|_VERcjg	une jument ; et dit que, lui retourné oudit hostel de abreuver lesdiz chevaux
regcrim1, p. 232	. Dist aussi que, puis un an a ou environ, il a continuelment	chevauché_|chevaucher|_VERppe	en la compaignie de plusieurs escuïers dudit païs, qui sont alez esbatre parmi le
regcrim1, p. 516	pas à croirre, car l'en trouvera le contraire. PIERRE Le Breton,	chevaucheur_|chevaucheur|_NOMcom	de l'escuierie du roy nostre sire, prisonnier ou Chastellet de Paris par le
regcrim1, p. 518	par devers ledit mons. le duc de Berry et sondit chancelier ; et, en	chevauchant_|chevaucher|_VERppa	son chemin, il et Jehannin de Moustereul, chevaucheur du roy nostredit seigneur,
regcrim1, p. 518	chancelier ; et, en chevauchant son chemin, il et Jehannin de Moustereul,	chevaucheur_|chevaucheur|_NOMcom	du roy nostredit seigneur, en la compaignie de lui qui parle, furent assailliz
regcrim1, p. 520	sur les quarreaulx du Chastellet de Paris Perrin Le Fournet, dit Le Breton,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, prisonnier detenu oudit Chastellet de Paris, du commandement du
regcrim1, p. 520	; et que de la ville de Paris, lui et Jehannin de Moustereuil,	chevaucheur_|chevaucheur|_NOMcom	du roy, qui samblablement portoit lettres closes du roy audit mons. de Berry,
regcrim1, p. 520	. Et ainsy comme ilz furent au-delà de la ville d'Auneau, encontrerent un	chevaucheur_|chevaucheur|_NOMcom	dudit mons. le duc, auquel ilz demanderent où ilz le trouveroient, et ledit
regcrim1, p. 520	où ilz le trouveroient, et ledit mons. l'evesque aussy, le nom duquel	chevaucheur_|chevaucheur|_NOMcom	il qui parle ne scet, mais bien le congnoist de veue. Et après
regcrim1, p. 520	savoir où estoit le roy et ledit mons. le duc, leur dist, ledit	chevaucheur_|chevaucheur|_NOMcom	dudit mons. le duc, que ledit mons. l'evesque de Poitiers estoit fait nouvellement
regcrim1, p. 523	quanque vous le doubtez, que vous faciez mettre à question Le Breton, son	chevaucheur_|chevaucheur|_NOMcom	, telement que vous sachiez tout le vray de ce dont il est accusé.
regcrim1, p. 524	, et illec fist mettre à question Pierre Le Fournet, dit Le Breton,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, detenu prisonnier ou Chastellet de Paris, lequel, après
regcrim1, p. 525	ville de Paris, et ala, en la compaignie de Jehannin de Moustereuil,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, jusques en la ville de Poitiers, en laquelle ville
regcrim1, p. 525	logié, encontra d'aventure, en une des rues d'icelle ville, un	chevaucheur_|chevaucheur|_NOMcom	dudit mons. de Berry, nommé Perrin, et lequel il a par plusieurs fois
regcrim1, p. 526	ilz orent parlé ensamble, alerent boire, et, en buvant, demanda ledit	chevaucheur_|chevaucheur|_NOMcom	à lui qui parle où il aloit, et qu'il avoit à faire audit
regcrim1, p. 526	roy, adreçans audit mons. de Berry et mons. l'evesque de Poitiers. Lequel	chevaucheur_|chevaucheur|_NOMcom	, icelles parolles oyes, respondi et dist à il qui parle que icelli monseigneur
regcrim1, p. 526	et, sanz autres parolles eues entre eulx, dist il qui parle à icellui	chevaucheur_|chevaucheur|_NOMcom	qu'il portoit audit evesque lettres de par le roy faisans le contraire, c'
regcrim1, p. 526	desdites lettres, à lui leues par ledit Rousselet. Lesquelles parolles oyes par icellui	chevaucheur_|chevaucheur|_NOMcom	, il qui parle fu moult prié qu'il volsist aler parler audit mons. l'
regcrim1, p. 526	après plusieurs parolles eues entre eulx sur ceste matiere, accorda il qui parle audit	chevaucheur_|chevaucheur|_NOMcom	que de ladite ville de Poitiers il ne se partiroit de tout ledit jour.
regcrim1, p. 526	ladite ville de Poitiers il ne se partiroit de tout ledit jour. Et icelli	chevaucheur_|chevaucheur|_NOMcom	lui dist que hastivement il yroit devers ledit mons. l'evesque, et briefment il
regcrim1, p. 527	ce qu'il savoit bien le contenu en icelles, à lui rapporté par le	chevaucheur_|chevaucheur|_NOMcom	dudit mons. de Berry, et qu'il n'estoit nul besoing que il qui
regcrim1, p. 528	la verité des confessions et denegacions faites par Pierre Fournet, dit Le Breton,	chevaucheur_|chevaucheur|_NOMcom	du roy, sur les excusacions proposées par messire Symon de Cramaut, evesque de
regcrim1, p. 528	de mons. le duc de Berry, contre les confessions ou accusacions faites par ledit	chevaucheur_|chevaucheur|_NOMcom	contre ledit mons. l'evesque, par devant nobles et puissans seigneurs mons. le chancellier
regcrim1, p. 528	dix, et les jours ensuivans. PIERRE Le Fournet, dit Le Breton,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, aagé de XXVIIJ ans ou environ, nommé ou procès
regcrim1, p. 529	mons. le prevost, et aussy de ses maistre d'ostel et Perrin, le	chevaucheur_|chevaucheur|_NOMcom	dudit mons. de Berry, nommé en sadite derreniere confession, qu'il en deist
regcrim1, p. 530	parlast oncques à lui audit lieu de Louvres ; que aussy par ledit Perrin,	chevaucheur_|chevaucheur|_NOMcom	dudit mons. le duc, feust aucunement parlé à lui en ladite ville de Poitiers
regcrim1, p. 530	eulx, ne qu'il congnoisse de veue ou autrement les maistre d'ostel et	chevaucheur_|chevaucheur|_NOMcom	admenez par ledit mons. l'evesque par devant le roy, il n'est pas
regcrim1, p. 531	fu le VIIJe jour de septembre derrenierement passé, etc.. JEHAN de Moustereul,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, aagé de XXXV ans ou environ, juré, l'
regcrim1, p. 531	du mois de juillet derrenierement passé, lui qui parle et Perrin Le Breton,	chevaucheur_|chevaucheur|_NOMcom	, partirent de la ville de Paris, après boire, pour aler devers mons.
regcrim1, p. 531	et il lui respondi qu'il estoit fait arcevesque de Sens, et que le	chevaucheur_|chevaucheur|_NOMcom	en estoit venu devers lui qui lui en avoit apporté les nouvelles, et estoit
regcrim1, p. 532	la garenne qui est au-delà de la ville de Chasteauleraut, trouverent oudit chemin un	chevaucheur_|chevaucheur|_NOMcom	de mons. de Berry, nommé Symonnet, auquel ledit Breton, et lui qui
regcrim1, p. 532	l'avoit veu servir comme arcevesque, et aussy que ledit arcevesque avoit donné au	chevaucheur_|chevaucheur|_NOMcom	qui lui en avoit apporté les nouvelles cinquante frans, et aussy l'aumosnerie de
regcrim1, p. 532	aumosnerie de la ville de Meleun ; et lui dist avecques ce, que icelli	chevaucheur_|chevaucheur|_NOMcom	estoit retourné querre les bulles. Et ledit Le Breton respondi lors audit Symonnet :
regcrim1, p. 534	Symonnet, le frere Thibaut, le barbier de mons. de Berry, et un	chevaucheur_|chevaucheur|_NOMcom	dudit mons. de Berry, qui est mariez en la ville de Paris, et
regcrim1, p. 535	jour dont il n'est record, bien matin, la femme du Breton,	chevaucheur_|chevaucheur|_NOMcom	, acompaignée de sa mere et de sa suer, femme de Guillaume Girouye,
regcrim1, p. 536	et avoit esté assailliz de trois ou quatre larrons, en sa compaignie un autre	chevaucheur_|chevaucheur|_NOMcom	, lequel icelle femme lui nomma, maiz de son nom il n'est record
regcrim1, p. 539	que il avoit veuz en un bois. Et alors estoit en sa compaignie un	chevaucheur_|chevaucheur|_NOMcom	appellé Moustereul, qui lui ala querre le cheval qui s'enfuyoit par le bois
regcrim1, p. 539	desdites lettres ; et, un jour après ou deux, ledit Robert vit plusieurs	chevaucheurs_|chevaucheur|_NOMcom	qui dirent audit Fournet que ledit Moustereul avoit juré devant mons. Le Begue de Vieulaines
regcrim1, p. 541	main dudit deposant, sur la minue de ce present procès. RAIMBAUT Beuset,	chevaucheur_|chevaucheur|_NOMcom	du roy nostre sire, aagé de XXX ans ou environ, juré, l'
regcrim1, p. 541	laquelle ville le roy estoit lors, et en icelle trouva un de ses compaignons	chevaucheur_|chevaucheur|_NOMcom	, nommé Le Breton, qui estoit logié à l'Angle, là où ceulx
regcrim1, p. 542	assez tost s'en alerent disner, lui qui parle, ledit Breton et autres	chevaucheurs_|chevaucheur|_NOMcom	, en l'eglise de Saint-Eloy de Noyon, là où le roy disnoit ;
regcrim1, p. 542	giste en la ville de Compiengne, et fu, il qui parle et autres	chevaucheurs_|chevaucheur|_NOMcom	du roy, logiez au Barillet, en ladite escuierie, et aussy fu le
regcrim1, p. 542	, survint oudit hostel un jeune homme rousselet, nommé Perrin, qui se dist	chevaucheur_|chevaucheur|_NOMcom	mons. de Berry, lequel demanda aus gens dudit hostel : « Où sont ces
regcrim1, p. 542	mons. de Berry, lequel demanda aus gens dudit hostel : « Où sont ces	chevaucheurs_|chevaucheur|_NOMcom	du roy ? » Et ou bouge dudit hostel trouva un des gens du seigneur
regcrim1, p. 543	chevaulx et se coucherent. Et oy dire, il qui parle, à un	chevaucheur_|chevaucheur|_NOMcom	de mons. de Berry, nommé Boute-Roe, qui passoit par devant leurdit hostel,
regcrim1, p. 543	parle et lesdiz Breton et Copin se partirent de laditte ville de Senliz, et	chevaucherent_|chevaucher|_VERcjg	ensamble jusques à la Chappelle à Somal, ouquel lieu ilz trouverent l'arcediacre de
regcrim1, p. 544	record du temps, il qui parle, un nommé Albret et Folet, tous	chevaucheurs_|chevaucheur|_NOMcom	du roy, alerent veoir ensamble de rechief ledit Breton, lequel ilz trouverent en
regcrim1, p. 545	XXXVJ ans, prisonnier ad present ou Chastellet, en la compaignie du Breton,	chevaucheur_|chevaucheur|_NOMcom	, juré, le lundi XVIJe jour dudit mois d'ottobre, l'an dessus
regcrim1, p. 547	ville de Boulay, à six lieues près de Tours, devers Paris, un	chevaucheur_|chevaucheur|_NOMcom	du roy nommé Le Breton, et un sien autre compaignon chevaucheur, lequel il
regcrim1, p. 547	Paris, un chevaucheur du roy nommé Le Breton, et un sien autre compaignon	chevaucheur_|chevaucheur|_NOMcom	, lequel il qui parle ne congnoissoit et ne scet son nom, disnans en
regcrim1, p. 547	parle et ceulx de sadite compaignie disnerent en une chambre par bas, et iceulx	chevaucheurs_|chevaucheur|_NOMcom	en une chambre en hault ; et venoient iceulx chevaucheurs de devers Poitiers, si
regcrim1, p. 547	par bas, et iceulx chevaucheurs en une chambre en hault ; et venoient iceulx	chevaucheurs_|chevaucheur|_NOMcom	de devers Poitiers, si comme par aucuns des gens dudit hostel fu dit à
regcrim1, p. 547	, pour savoir des nouvelles dudit evesque, monta en la chambre où iceulx deux	chevaucheurs_|chevaucheur|_NOMcom	estoient, qui encores seoient à table, lesquieulx il salua et leur demanda là
regcrim1, p. 547	mons. de Berry, et aussy ledit evesque ; et lors l'un d'iceulx	chevaucheurs_|chevaucheur|_NOMcom	, qu'il a depuis oy nommer Moustereul, et aussy ledit Breton, si
regcrim1, p. 547	sanz plus parler que de parolles d'esbatement. Et firent ledit qui parle yceulx	chevaucheurs_|chevaucheur|_NOMcom	boire sur la fin de leur disner. Et atant se partirent et se misdrent
regcrim1, p. 548	, escuïer, ad present prisonnier ou Chastellet, rencontrerent ledit Breton et un autre	chevaucheur_|chevaucheur|_NOMcom	du roy, nommé Raimbaut, au dehors de Verberie, par devers la ville
regcrim1, p. 548	dont il soit record. Et, ces parolles ainsy dites, il qui parle	chevaucha_|chevaucher|_VERcjg	son chemin vers Compiegne, et iceulx chevaucheurs s'en alerent droit à Senliz,
regcrim1, p. 548	parolles ainsy dites, il qui parle chevaucha son chemin vers Compiegne, et iceulx	chevaucheurs_|chevaucheur|_NOMcom	s'en alerent droit à Senliz, sanz avoir entre eulx autres parolles. Requis
regcrim1, p. 549	environ IIJ ans a qu'il a eu congnoissance de la personne dudit Breton,	chevaucheur_|chevaucheur|_NOMcom	, à cause de ce que il qui parle a par plusieurs fois beu et
regcrim1, p. 550	il vit audit lieu et en laditte prison un prisonnier que l'en disoit estre	chevaucheur_|chevaucheur|_NOMcom	du roy, nommé Le Breton. Durant lequel temps il qui parle ne parla
regcrim1, p. 552	et autresfois, en la presence de mesdiz seigneurs, faittes par ledit Breton,	chevaucheur_|chevaucheur|_NOMcom	, qui dist que la derreniere confession par lui faite par devant ledit mons. le
regcrim1, p. 566	ostel, ouquel, de nuit, et à l'ayde d'une sele à	chevaucher_|chevaucher|_VERinf	qu'il mist au derriere d'une petite desdites jumens, ot durant iceulx huit
regcrim2, p. 21	, sur ce, joua à la paulme ausdiz convers et à Thomas Guerart,	chevaucheur_|chevaucheur|_NOMcom	dudit seigneur, pour le souper ; et après ce qu'ilz orent joué,
regcrim2, p. 21	seigneur, pour le souper ; et après ce qu'ilz orent joué, ledit	chevaucheur_|chevaucheur|_NOMcom	se parti, et il qui deppose, sa femme et lesdiz convers, soupperent
regcrim2, p. 22	et longtemps a, ledit Charlot fu converti et baptisié en Espaigne, et depuis	chevaucha_|chevaucher|_VERcjg	longuement avec le duc de Lanclastre en Angleterre et aillieurs ; et depuis s'est
regcrim2, p. 39	lieu de la Rochele, et que sondit maistre le menoit par le pays et	chevauchoit_|chevaucher|_VERcjg	avec lui, il qui parle, oudit temps, et tempté de l'anemi
regcrim2, p. 94	Faremonstier, quant un appellé messire Robert Chesnel, chevalier angloiz, le print pour	chevauchier_|chevaucher|_VERinf	avec lui, et s'en ala avec lui et avec les Angloiz de Becquoisel
regcrim2, p. 98	par l'espace de quatre ans continuelz, et que durant ce qu'il a	chevauchié_|chevaucher|_VERppe	en la compaignie desdiz Engloiz, il a veu bouter feux par ses compaignons,
regcrim2, p. 137	, par sadite confession, a lessié sa femme, enfans et mesnaige, pour	chevauchier_|chevaucher|_VERinf	et suyr routes de gens d'armes, les traïsons par lui faites, tant
regcrim2, p. 150	en l'ostel d'un sien oncle, au temps que le duc de Lenclastre	chevaucha_|chevaucher|_VERcjg	ou pays, et environ le temps que le duc de Bretaigne conquesta le pays
regcrim2, p. 164	pertuis qui y estoit, et en icelle estable avoir mal prins une sele à	chevaucher_|chevaucher|_VERinf	, qui sur lui fu depuis trouvée et en sa possession, et par lui
